"","item","itemLabel","coord","lon","lat"
"119","http://www.wikidata.org/entity/Q276192","Konradów","Point(16.2345 50.79352778)",16.2345,50.79352778
"120","http://www.wikidata.org/entity/Q592262","Baborów","Point(17.9851 50.1576)",17.98513,50.1576
"121","http://www.wikidata.org/entity/Q592262","Baborów","Point(17.98 50.1578)",17.98,50.157777777778
"122","http://www.wikidata.org/entity/Q611297","Koronowo","Point(17.93698 53.3137)",17.93698,53.3137
"123","http://www.wikidata.org/entity/Q326142","Trzebiatów","Point(15.2786 54.0572)",15.278611111111,54.057222222222
"124","http://www.wikidata.org/entity/Q326577","Bytów","Point(17.5 54.1333)",17.5,54.133333333333
"125","http://www.wikidata.org/entity/Q326577","Bytów","Point(17.4919 54.1706)",17.49187,54.17057
"126","http://www.wikidata.org/entity/Q329597","Goleniów","Point(14.816666666 53.55)",14.816666666667,53.55
"127","http://www.wikidata.org/entity/Q336448","Ćmielów","Point(21.514722222 50.890277777)",21.514722222222,50.890277777778
"128","http://www.wikidata.org/entity/Q336448","Ćmielów","Point(21.51426 50.89028)",21.51426,50.89028
"129","http://www.wikidata.org/entity/Q345389","Łochów","Point(21.68158 52.53076)",21.68158,52.53076
"130","http://www.wikidata.org/entity/Q345389","Łochów","Point(21.710555555 52.531666666)",21.710555555556,52.531666666667
"131","http://www.wikidata.org/entity/Q11780525","Migowo","Point(18.574455555 54.351197222)",18.574455555556,54.351197222222
"132","http://www.wikidata.org/entity/Q403112","Rzgów","Point(19.459722222 51.662222222)",19.459722222222,51.662222222222
"133","http://www.wikidata.org/entity/Q393043","Żarów","Point(16.483333333 50.933333333)",16.483333333333,50.933333333333
"134","http://www.wikidata.org/entity/Q393091","Żelechów","Point(21.9 51.8)",21.9,51.8
"135","http://www.wikidata.org/entity/Q393119","Żerków","Point(17.5635 52.0688)",17.56349,52.06877
"136","http://www.wikidata.org/entity/Q393119","Żerków","Point(17.5667 52.0667)",17.566666666667,52.066666666667
"137","http://www.wikidata.org/entity/Q457865","Sulechów","Point(15.6251 52.0836)",15.62513,52.08362
"138","http://www.wikidata.org/entity/Q457865","Sulechów","Point(15.6167 52.0833)",15.616666666667,52.083333333333
"139","http://www.wikidata.org/entity/Q477955","Mszczonów","Point(20.526666666 51.974166666)",20.526666666667,51.974166666667
"140","http://www.wikidata.org/entity/Q477955","Mszczonów","Point(20.52083 51.97415)",20.52083,51.97415
"141","http://www.wikidata.org/entity/Q500552","Uniejów","Point(18.79308 51.97428)",18.79308,51.97428
"142","http://www.wikidata.org/entity/Q662112","Drzetowo-Grabowo","Point(14.5802 53.4453)",14.5802,53.4453
"143","http://www.wikidata.org/entity/Q598","Rzeszów","Point(22.0 50.05)",22,50.05
"144","http://www.wikidata.org/entity/Q157992","Bełchatów","Point(19.35671 51.36883)",19.35671,51.36883
"145","http://www.wikidata.org/entity/Q157992","Bełchatów","Point(19.366666666 51.366666666)",19.366666666667,51.366666666667
"146","http://www.wikidata.org/entity/Q50978","Puszczykowo","Point(16.8542 52.2817)",16.854166666667,52.281666666667
"147","http://www.wikidata.org/entity/Q50978","Puszczykowo","Point(16.8493 52.2857)",16.84925,52.2857
"148","http://www.wikidata.org/entity/Q189273","Zelów","Point(19.2167 51.4667)",19.216666666667,51.466666666667
"149","http://www.wikidata.org/entity/Q51438","Czarnków","Point(16.5641 52.9021)",16.56413,52.90214
"150","http://www.wikidata.org/entity/Q51438","Czarnków","Point(16.5667 52.9)",16.566666666667,52.9
"151","http://www.wikidata.org/entity/Q161893","Żukowo","Point(18.360555555 54.345833333)",18.360555555556,54.345833333333
"152","http://www.wikidata.org/entity/Q104302","Chorzów","Point(18.95 50.3)",18.95,50.3
"153","http://www.wikidata.org/entity/Q104302","Chorzów","Point(18.9742 50.30582)",18.9742,50.30582
"154","http://www.wikidata.org/entity/Q167756","Zawidów","Point(15.0624 51.0262)",15.062383333333,51.02615
"155","http://www.wikidata.org/entity/Q326142","Trzebiatów","Point(15.2786 54.0572)",15.278611111111,54.057222222222
"156","http://www.wikidata.org/entity/Q326577","Bytów","Point(17.5 54.1333)",17.5,54.133333333333
"157","http://www.wikidata.org/entity/Q326577","Bytów","Point(17.4919 54.1706)",17.49187,54.17057
"158","http://www.wikidata.org/entity/Q66013","Głogów","Point(16.080277777 51.658888888)",16.080277777778,51.658888888889
"159","http://www.wikidata.org/entity/Q66013","Głogów","Point(16.0845 51.66361)",16.0845,51.66361
"160","http://www.wikidata.org/entity/Q114093","Stryków","Point(19.60536 51.90224)",19.60536,51.90224
"161","http://www.wikidata.org/entity/Q114093","Stryków","Point(19.610833333 51.901111111)",19.610833333333,51.901111111111
"162","http://www.wikidata.org/entity/Q464763","Augustów","Point(22.9667 53.85)",22.966666666667,53.85
"163","http://www.wikidata.org/entity/Q464763","Augustów","Point(22.8345 53.8402)",22.83451,53.84022
"164","http://www.wikidata.org/entity/Q142101","Kożuchów","Point(15.6 51.75)",15.6,51.75
"165","http://www.wikidata.org/entity/Q142101","Kożuchów","Point(15.59492 51.74558)",15.59492,51.74558
"166","http://www.wikidata.org/entity/Q477955","Mszczonów","Point(20.526666666 51.974166666)",20.526666666667,51.974166666667
"167","http://www.wikidata.org/entity/Q477955","Mszczonów","Point(20.52083 51.97415)",20.52083,51.97415
"168","http://www.wikidata.org/entity/Q478869","Chojnów","Point(15.93661 51.27373)",15.93661,51.27373
"169","http://www.wikidata.org/entity/Q478869","Chojnów","Point(15.933333333 51.266666666)",15.933333333333,51.266666666667
"170","http://www.wikidata.org/entity/Q93323","Chrzanów","Point(19.4 50.1333)",19.4,50.133333333333
"171","http://www.wikidata.org/entity/Q249166","Złotów","Point(17.0408 53.3635)",17.04082,53.36346
"172","http://www.wikidata.org/entity/Q249166","Złotów","Point(17.0408 53.3603)",17.040833333333,53.360277777778
"173","http://www.wikidata.org/entity/Q249259","Jędrzejów","Point(20.3 50.6333)",20.3,50.633333333333
"174","http://www.wikidata.org/entity/Q336448","Ćmielów","Point(21.514722222 50.890277777)",21.514722222222,50.890277777778
"175","http://www.wikidata.org/entity/Q336448","Ćmielów","Point(21.51426 50.89028)",21.51426,50.89028
"176","http://www.wikidata.org/entity/Q329597","Goleniów","Point(14.816666666 53.55)",14.816666666667,53.55
"177","http://www.wikidata.org/entity/Q345389","Łochów","Point(21.68158 52.53076)",21.68158,52.53076
"178","http://www.wikidata.org/entity/Q345389","Łochów","Point(21.710555555 52.531666666)",21.710555555556,52.531666666667
"179","http://www.wikidata.org/entity/Q140476","Zagórów","Point(17.8917 52.1656)",17.891666666667,52.165555555556
"180","http://www.wikidata.org/entity/Q140476","Zagórów","Point(17.8956 52.1684)",17.89561,52.16835
"181","http://www.wikidata.org/entity/Q145719","Zambrów","Point(22.25 52.983333333)",22.25,52.983333333333
"182","http://www.wikidata.org/entity/Q384244","Łuków","Point(22.383333333 51.916666666)",22.383333333333,51.916666666667
"183","http://www.wikidata.org/entity/Q497138","Darłowo","Point(16.416666666 54.416666666)",16.416666666667,54.416666666667
"184","http://www.wikidata.org/entity/Q276860","Knurów","Point(18.6833 50.2167)",18.683333333333,50.216666666667
"185","http://www.wikidata.org/entity/Q584055","Radzionków","Point(18.883333333 50.383333333)",18.883333333333,50.383333333333
"186","http://www.wikidata.org/entity/Q283885","Lubartów","Point(22.6 51.4667)",22.6,51.466666666667
"187","http://www.wikidata.org/entity/Q283885","Lubartów","Point(22.6095 51.4603)",22.60952,51.46026
"188","http://www.wikidata.org/entity/Q592262","Baborów","Point(17.9851 50.1576)",17.98513,50.1576
"189","http://www.wikidata.org/entity/Q592262","Baborów","Point(17.98 50.1578)",17.98,50.157777777778
"190","http://www.wikidata.org/entity/Q275694","Opatów","Point(21.4247 50.805)",21.424722222222,50.805
"191","http://www.wikidata.org/entity/Q275694","Opatów","Point(21.4254 50.8006)",21.42538,50.80058
"192","http://www.wikidata.org/entity/Q393043","Żarów","Point(16.483333333 50.933333333)",16.483333333333,50.933333333333
"193","http://www.wikidata.org/entity/Q393091","Żelechów","Point(21.9 51.8)",21.9,51.8
"194","http://www.wikidata.org/entity/Q393119","Żerków","Point(17.5635 52.0688)",17.56349,52.06877
"195","http://www.wikidata.org/entity/Q393119","Żerków","Point(17.5667 52.0667)",17.566666666667,52.066666666667
"196","http://www.wikidata.org/entity/Q324892","Staszów","Point(21.1667 50.5606)",21.166666666667,50.560555555556
"197","http://www.wikidata.org/entity/Q514407","Jordanów","Point(19.833333333 49.666666666)",19.833333333333,49.666666666667
"198","http://www.wikidata.org/entity/Q500552","Uniejów","Point(18.79308 51.97428)",18.79308,51.97428
"199","http://www.wikidata.org/entity/Q324875","Radziejów","Point(18.516666666 52.633333333)",18.516666666667,52.633333333333
"200","http://www.wikidata.org/entity/Q324907","Wieruszów","Point(18.1555 51.2949)",18.15547,51.29488
"201","http://www.wikidata.org/entity/Q324907","Wieruszów","Point(18.15 51.3)",18.15,51.3
"202","http://www.wikidata.org/entity/Q611297","Koronowo","Point(17.93698 53.3137)",17.93698,53.3137
"203","http://www.wikidata.org/entity/Q628460","Ozorków","Point(19.2833 51.9667)",19.283333333333,51.966666666667
"204","http://www.wikidata.org/entity/Q628460","Ozorków","Point(19.2914 51.9634)",19.29139,51.96336
"205","http://www.wikidata.org/entity/Q324927","Miechów","Point(20.02788 50.35648)",20.02788,50.35648
"206","http://www.wikidata.org/entity/Q324927","Miechów","Point(20.0325 50.357777777)",20.0325,50.357777777778
"207","http://www.wikidata.org/entity/Q455701","Pacanów","Point(21.04148 50.40031)",21.04148,50.40031
"208","http://www.wikidata.org/entity/Q457865","Sulechów","Point(15.6251 52.0836)",15.62513,52.08362
"209","http://www.wikidata.org/entity/Q457865","Sulechów","Point(15.6167 52.0833)",15.616666666667,52.083333333333
"210","http://www.wikidata.org/entity/Q393251","Żyrardów","Point(20.44599 52.0488)",20.44599,52.0488
"211","http://www.wikidata.org/entity/Q393251","Żyrardów","Point(20.433333333 52.05)",20.433333333333,52.05
"212","http://www.wikidata.org/entity/Q717774","Namysłów","Point(17.7069 51.0728)",17.706944444444,51.072777777778
"213","http://www.wikidata.org/entity/Q774352","Bolków","Point(16.100825 50.921730555)",16.100825,50.921730555556
"214","http://www.wikidata.org/entity/Q653855","Cieszanów","Point(23.13163 50.24564)",23.13163,50.24564
"215","http://www.wikidata.org/entity/Q778251","Dzierżoniów","Point(16.65141 50.7282)",16.65141,50.7282
"216","http://www.wikidata.org/entity/Q778251","Dzierżoniów","Point(16.651111111 50.728055555)",16.651111111111,50.728055555556
"217","http://www.wikidata.org/entity/Q403112","Rzgów","Point(19.459722222 51.662222222)",19.459722222222,51.662222222222
"218","http://www.wikidata.org/entity/Q640469","Człuchów","Point(17.366666666 53.65)",17.366666666667,53.65
"219","http://www.wikidata.org/entity/Q642192","Ostrzeszów","Point(18.0 51.4)",18,51.4
"220","http://www.wikidata.org/entity/Q745567","Odolanów","Point(17.6743 51.5742)",17.67434,51.57419
"221","http://www.wikidata.org/entity/Q745567","Odolanów","Point(17.6667 51.5667)",17.666666666667,51.566666666667
"222","http://www.wikidata.org/entity/Q721937","Pruszków","Point(20.8 52.166666666)",20.8,52.166666666667
"223","http://www.wikidata.org/entity/Q745085","Mrągowo","Point(21.3051 53.8644)",21.30507,53.86437
"224","http://www.wikidata.org/entity/Q745085","Mrągowo","Point(21.3 53.8667)",21.3,53.866666666667
"225","http://www.wikidata.org/entity/Q731079","Myszków","Point(19.3246 50.5752)",19.32461,50.5752
"226","http://www.wikidata.org/entity/Q731079","Myszków","Point(19.3167 50.5833)",19.316666666667,50.583333333333
"227","http://www.wikidata.org/entity/Q730944","Legionowo","Point(20.883333333 52.383333333)",20.883333333333,52.383333333333
"228","http://www.wikidata.org/entity/Q730944","Legionowo","Point(20.92664 52.40149)",20.92664,52.40149
"229","http://www.wikidata.org/entity/Q671366","Stąporków","Point(20.55 51.15)",20.55,51.15
"230","http://www.wikidata.org/entity/Q672949","Wejherowo","Point(18.25 54.6)",18.25,54.6
"231","http://www.wikidata.org/entity/Q931022","Lubaczów","Point(23.12339 50.157)",23.12339,50.157
"232","http://www.wikidata.org/entity/Q931022","Lubaczów","Point(23.122991388 50.155600888)",23.122991388889,50.155600888889
"233","http://www.wikidata.org/entity/Q787968","Szydłów","Point(21.0028 50.5906)",21.002777777778,50.590555555556
"234","http://www.wikidata.org/entity/Q659905","Mikołów","Point(18.9041 50.17103)",18.9041,50.17103
"235","http://www.wikidata.org/entity/Q778313","Piastów","Point(20.85 52.183333333)",20.85,52.183333333333
"236","http://www.wikidata.org/entity/Q653797","Brzozów","Point(22.01926 49.69501)",22.01926,49.69501
"237","http://www.wikidata.org/entity/Q653797","Brzozów","Point(22.019444444 49.695277777)",22.019444444444,49.695277777778
"238","http://www.wikidata.org/entity/Q1001322","Syców","Point(17.7167 51.3)",17.716666666667,51.3
"239","http://www.wikidata.org/entity/Q987012","Bojanowo","Point(16.7483 51.7075)",16.74827,51.70749
"240","http://www.wikidata.org/entity/Q987012","Bojanowo","Point(16.75 51.7)",16.75,51.7
"241","http://www.wikidata.org/entity/Q941844","Grodków","Point(17.366666666 50.683333333)",17.366666666667,50.683333333333
"242","http://www.wikidata.org/entity/Q941844","Grodków","Point(17.38449 50.69836)",17.38449,50.69836
"243","http://www.wikidata.org/entity/Q745051","Ciechanów","Point(20.6106 52.8817)",20.610555555556,52.881666666667
"244","http://www.wikidata.org/entity/Q987981","Wojcieszów","Point(15.923055555 50.954722222)",15.923055555556,50.954722222222
"245","http://www.wikidata.org/entity/Q987981","Wojcieszów","Point(15.92185 50.95194)",15.92185,50.95194
"246","http://www.wikidata.org/entity/Q748037","Janikowo","Point(18.1 52.75)",18.1,52.75
"247","http://www.wikidata.org/entity/Q748037","Janikowo","Point(18.11328 52.75328)",18.11328,52.75328
"248","http://www.wikidata.org/entity/Q987786","Skoczów","Point(18.7877 49.8009)",18.7877,49.80089
"249","http://www.wikidata.org/entity/Q987786","Skoczów","Point(18.8 49.8167)",18.8,49.816666666667
"250","http://www.wikidata.org/entity/Q987997","Sieraków","Point(16.1 52.65)",16.1,52.65
"251","http://www.wikidata.org/entity/Q953156","Węgrów","Point(22.01634 52.39954)",22.01634,52.39954
"252","http://www.wikidata.org/entity/Q988622","Polanów","Point(16.7 54.1)",16.7,54.1
"253","http://www.wikidata.org/entity/Q995855","Radków","Point(16.40061 50.50426)",16.40061,50.50426
"254","http://www.wikidata.org/entity/Q995855","Radków","Point(16.403333333 50.503888888)",16.403333333333,50.503888888889
"255","http://www.wikidata.org/entity/Q1002658","Wielichowo","Point(16.349444444 52.118888888)",16.349444444444,52.118888888889
"256","http://www.wikidata.org/entity/Q1002658","Wielichowo","Point(16.3518 52.11573)",16.3518,52.11573
"257","http://www.wikidata.org/entity/Q995865","Mieroszów","Point(16.189722222 50.666944444)",16.189722222222,50.666944444444
"258","http://www.wikidata.org/entity/Q988574","Paczków","Point(17.0 50.45)",17,50.45
"259","http://www.wikidata.org/entity/Q984857","Andrychów","Point(19.35 49.85)",19.35,49.85
